-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 01/01/1984 through 12/31/2020 
Location: Latitude  35.0309   Longitude 24.8335 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 253.32 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
PRECTOTCORR           MERRA-2 Precipitation Corrected (mm/day) 
T2M_MIN               MERRA-2 Temperature at 2 Meters Minimum (C) 
T2M_MAX               MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M                   MERRA-2 Temperature at 2 Meters (C) 
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) 
-END HEADER-
YEAR,MO,DY,PRECTOTCORR,T2M_MIN,T2M_MAX,T2M,ALLSKY_SFC_SW_DWN
2000,8,4,0.0,21.81,28.65,24.73,7.92
2000,8,5,0.0,21.69,30.08,25.51,7.9
2000,8,6,0.0,21.83,29.22,25.18,7.89
2000,8,7,0.0,22.24,30.55,26.47,7.88
2000,8,8,0.0,22.39,31.65,26.91,7.79
2000,8,9,0.0,21.96,31.26,26.43,7.73
2000,8,10,0.0,23.38,29.76,25.95,7.6
2000,8,11,0.0,22.99,29.31,25.6,7.07
2000,8,12,0.0,23.23,28.82,25.43,6.74
2000,8,13,0.0,23.01,28.37,25.34,7.58
2000,8,14,0.0,22.88,29.15,25.51,7.53
2000,8,15,0.0,22.38,31.0,26.22,7.6
2000,8,16,0.0,22.56,30.91,26.55,7.34
2000,8,17,0.0,23.37,29.09,25.66,7.12
2000,8,18,0.0,22.46,28.8,25.09,7.31
2000,8,19,0.0,22.16,27.9,24.65,7.46
2000,8,20,0.0,22.23,30.1,25.66,7.25
2000,8,21,0.0,22.42,30.9,26.48,7.11
2000,8,22,0.0,23.35,31.51,27.05,6.93
2000,8,23,0.0,23.8,31.08,26.9,7.23
2000,8,24,0.0,23.73,31.65,27.33,7.23
2000,8,25,0.0,24.18,31.83,27.56,6.54
2000,8,26,0.0,22.8,30.88,27.11,6.59
2000,8,27,0.0,22.8,29.9,26.27,6.73
2000,8,28,0.0,21.9,29.25,25.59,6.48
2000,8,29,0.15,22.96,31.08,26.43,6.03
2000,8,30,0.0,21.8,27.79,24.28,6.51
2000,8,31,0.0,20.94,27.53,23.98,6.75
2000,9,1,0.0,21.55,30.76,25.96,5.76
2000,9,2,0.12,22.22,32.22,27.1,6.36
2000,9,3,0.0,22.55,31.87,27.17,6.25
2000,9,4,0.0,23.55,32.13,27.73,6.02
2000,9,5,0.0,22.76,31.89,27.36,6.45
2000,9,6,0.12,21.69,29.04,25.3,6.6
2000,9,7,0.11,20.31,25.58,22.86,3.56
2000,9,8,0.06,21.23,26.81,23.9,5.39
2000,9,9,0.0,21.42,27.78,24.18,6.09
2000,9,10,0.0,21.01,30.19,25.05,5.57
2000,9,11,0.0,20.65,30.18,25.17,5.93
2000,9,12,0.04,21.92,27.23,24.09,4.44
2000,9,13,0.0,20.5,25.96,22.79,5.68
2000,9,14,0.0,20.44,27.25,23.42,6.1
2000,9,15,0.0,20.75,27.49,23.9,5.76
2000,9,16,0.07,21.45,28.42,24.77,5.84
2000,9,17,0.0,22.01,28.8,25.4,5.69
2000,9,18,0.0,21.6,28.53,25.01,5.88
2000,9,19,0.0,22.54,30.96,26.08,5.7
2000,9,20,0.0,22.62,32.15,26.69,5.33
2000,9,21,0.0,22.44,32.32,27.02,5.6
2000,9,22,0.0,24.79,33.51,28.73,5.67
2000,9,23,0.0,21.65,29.7,25.26,5.67
2000,9,24,0.0,20.59,26.69,23.3,5.33
2000,9,25,0.03,20.26,25.87,22.29,4.99
2000,9,26,0.17,19.23,23.33,20.69,5.44
2000,9,27,0.11,17.09,20.65,18.79,3.25
2000,9,28,0.25,17.76,22.36,19.46,4.01
2000,9,29,0.0,17.66,22.55,19.73,4.61
2000,9,30,0.0,17.3,23.69,20.46,5.4
2000,10,1,0.0,17.87,25.69,21.58,5.55
2000,10,2,0.0,19.36,28.24,23.4,5.27
2000,10,3,0.0,20.46,25.61,22.92,4.62
2000,10,4,0.0,19.07,24.44,21.55,4.64
2000,10,5,0.0,20.01,26.43,22.9,5.09
2000,10,6,0.78,19.44,23.84,21.42,4.68
2000,10,7,0.17,19.68,24.02,21.42,4.78
2000,10,8,0.08,19.1,23.68,20.93,4.28
2000,10,9,0.42,19.3,22.98,20.71,3.67
2000,10,10,0.05,19.56,24.06,21.27,3.95
2000,10,11,0.02,19.47,22.66,21.05,4.32
2000,10,12,0.0,18.94,25.83,22.26,4.99
2000,10,13,0.0,19.89,26.73,22.94,4.95
2000,10,14,0.0,18.79,25.01,21.0,4.21
2000,10,15,0.0,17.53,24.33,20.33,4.35
2000,10,16,0.0,16.42,23.35,19.69,4.62
2000,10,17,0.0,16.6,22.9,19.16,4.43
2000,10,18,0.03,18.05,24.02,20.32,4.33
2000,10,19,0.14,17.26,22.15,19.23,3.74
2000,10,20,0.51,15.78,19.3,17.33,3.93
2000,10,21,0.01,14.62,18.31,16.05,2.98
2000,10,22,0.33,13.99,16.93,15.01,3.45
2000,10,23,1.29,13.77,16.29,14.62,1.24
2000,10,24,0.26,13.56,16.23,14.43,0.98
2000,10,25,0.0,13.7,18.83,15.8,4.36
2000,10,26,0.0,13.64,22.3,17.91,4.21
2000,10,27,0.06,16.13,20.37,18.3,3.06
2000,10,28,0.34,17.92,20.65,19.12,3.35
2000,10,29,0.23,15.5,21.08,18.03,3.86
2000,10,30,0.0,14.23,20.01,17.12,4.17
2000,10,31,0.01,16.96,21.41,19.06,4.13
2000,11,1,0.0,17.7,23.61,19.97,3.78
2000,11,2,0.0,18.01,24.51,20.76,4.17
2000,11,3,0.11,18.76,24.59,21.35,4.08
2000,11,4,0.0,17.26,23.42,20.29,4.14
2000,11,5,0.0,18.48,24.17,20.5,4.05
2000,11,6,0.08,17.89,22.78,20.11,3.15
2000,11,7,0.0,18.34,25.01,20.83,3.96
2000,11,8,0.0,18.29,24.45,20.5,3.74
2000,11,9,0.0,18.46,25.62,21.78,3.89
2000,11,10,0.0,17.98,25.35,21.33,3.66
2000,11,11,0.0,17.9,25.34,21.39,2.6
2000,11,12,0.0,16.48,23.75,19.38,3.78
2000,11,13,0.0,14.5,19.83,16.94,3.75
2000,11,14,0.0,13.43,20.2,16.1,3.75
2000,11,15,0.0,13.98,21.43,16.94,3.69
2000,11,16,0.0,14.09,22.73,18.15,3.6
2000,11,17,0.0,16.98,21.58,19.16,3.6
2000,11,18,0.0,16.31,21.13,18.23,3.44
2000,11,19,0.0,16.45,20.32,18.01,3.21
2000,11,20,0.28,16.95,21.15,18.64,1.7
2000,11,21,0.02,16.75,20.65,18.16,3.46
2000,11,22,6.68,16.74,19.48,17.84,3.19
2000,11,23,1.22,14.85,19.61,16.96,3.43
2000,11,24,0.01,13.92,18.44,16.15,3.32
2000,11,25,0.52,16.04,18.55,17.23,0.97
2000,11,26,18.92,15.23,18.55,16.97,0.12
2000,11,27,8.94,15.11,18.27,16.41,1.42
2000,11,28,14.27,13.08,15.17,14.2,1.26
2000,11,29,12.66,12.83,14.08,13.51,0.11
2000,11,30,4.76,13.98,16.49,14.81,0.37
2000,12,1,0.16,13.98,17.55,15.41,1.18
2000,12,2,0.52,13.66,16.98,15.19,2.82
2000,12,3,0.0,13.26,17.35,15.27,2.98
2000,12,4,0.25,14.01,16.89,15.24,3.04
2000,12,5,13.06,14.62,17.53,15.82,0.96
2000,12,6,3.1,15.02,18.01,16.01,1.01
2000,12,7,26.08,13.32,16.07,15.15,1.84
2000,12,8,0.0,12.45,14.38,13.26,0.87
2000,12,9,0.0,11.53,13.75,12.51,1.68
2000,12,10,0.0,11.07,16.49,13.41,3.02
2000,12,11,0.0,13.38,17.58,15.18,2.84
2000,12,12,0.0,12.18,15.08,13.46,2.36
2000,12,13,0.0,11.55,15.94,13.25,2.67
2000,12,14,0.0,11.67,18.19,14.48,3.04
2000,12,15,0.03,13.87,18.24,15.68,2.85
2000,12,16,0.01,13.76,17.67,15.67,2.35
2000,12,17,0.0,14.09,17.86,15.56,2.81
2000,12,18,2.65,12.73,16.26,14.38,2.71
2000,12,19,10.51,11.41,14.39,13.01,1.45
2000,12,20,0.15,10.73,13.76,12.25,2.71
2000,12,21,1.47,9.31,13.03,11.09,2.19
2000,12,22,20.13,9.4,13.94,11.87,0.29
2000,12,23,37.77,7.92,13.17,10.83,0.12
2000,12,24,0.06,7.65,11.48,9.1,2.34
2000,12,25,0.0,8.19,13.58,11.12,2.38
2000,12,26,0.01,13.06,15.83,14.4,2.4
2000,12,27,0.0,12.56,16.42,14.48,2.19
2000,12,28,0.0,14.37,16.62,15.36,2.18
2000,12,29,0.85,13.26,15.92,14.38,2.09
2000,12,30,6.09,11.73,15.72,13.78,1.91
2000,12,31,0.52,12.85,15.87,14.55,1.94
2001,1,1,11.38,11.05,14.08,12.57,1.07
2001,1,2,2.73,11.23,13.93,12.44,1.78
2001,1,3,0.0,11.49,15.51,13.23,2.47
2001,1,4,0.26,12.13,15.48,14.01,2.03
2001,1,5,7.76,11.45,15.14,13.12,0.94
2001,1,6,0.2,11.26,14.33,12.51,2.82
2001,1,7,0.0,11.3,15.34,13.18,2.97
2001,1,8,0.0,12.39,15.45,13.57,3.11
2001,1,9,0.0,12.33,16.52,14.05,2.46
2001,1,10,0.0,11.65,15.65,13.44,3.1
2001,1,11,0.0,11.35,15.22,12.88,3.16
2001,1,12,0.0,10.82,14.3,12.44,2.75
2001,1,13,0.02,11.99,14.5,13.12,2.21
2001,1,14,3.91,13.24,15.65,14.37,0.91
2001,1,15,15.57,11.72,14.8,13.09,1.58
2001,1,16,9.86,10.94,15.18,12.94,0.73
2001,1,17,26.16,10.17,12.84,11.62,1.59
2001,1,18,6.39,9.48,11.79,10.34,2.34
2001,1,19,0.31,8.59,11.58,10.02,2.36
2001,1,20,0.13,9.02,11.37,9.95,1.6
2001,1,21,5.51,9.35,10.46,9.95,0.92
2001,1,22,0.15,8.3,12.53,10.02,1.57
2001,1,23,0.0,7.48,12.71,9.98,2.63
2001,1,24,3.5,10.43,15.24,12.85,1.72
2001,1,25,0.04,9.63,13.6,11.07,2.43
2001,1,26,0.01,9.07,14.49,11.8,2.85
2001,1,27,0.1,11.79,15.9,13.45,3.54
2001,1,28,0.0,11.85,15.72,13.53,3.04
2001,1,29,0.0,12.76,16.18,14.08,3.43
2001,1,30,0.01,12.35,15.71,13.73,2.73
2001,1,31,0.32,11.15,14.61,12.97,3.38
2001,2,1,1.78,11.49,13.36,12.27,2.94
2001,2,2,9.89,10.73,12.35,11.73,1.91
2001,2,3,5.2,9.22,11.85,10.67,2.12
2001,2,4,0.0,9.19,14.31,11.38,3.62
2001,2,5,0.01,10.9,15.61,13.03,2.98
2001,2,6,0.0,11.55,16.86,13.65,3.9
2001,2,7,0.0,10.71,15.85,12.74,4.08
2001,2,8,0.0,10.93,16.74,13.57,4.18
2001,2,9,0.0,11.62,15.23,13.03,3.57
2001,2,10,0.0,11.7,16.15,13.29,3.33
2001,2,11,11.58,11.98,15.12,13.35,0.88
2001,2,12,23.03,10.97,12.44,11.48,1.01
2001,2,13,29.49,10.2,12.33,11.12,1.29
2001,2,14,0.09,9.04,12.57,10.43,2.69
2001,2,15,6.14,8.22,11.32,9.73,1.14
2001,2,16,6.89,7.83,9.79,8.58,2.88
2001,2,17,0.02,7.9,12.65,9.78,3.66
2001,2,18,0.0,7.9,14.03,10.82,4.27
2001,2,19,12.74,6.51,13.43,10.83,3.17
2001,2,20,5.01,5.95,10.38,8.2,4.3
2001,2,21,0.92,7.96,10.83,9.63,2.83
2001,2,22,0.53,8.89,11.94,10.65,2.89
2001,2,23,0.03,9.0,15.09,12.58,3.34
2001,2,24,0.0,11.87,16.33,13.91,4.49
2001,2,25,0.0,11.26,17.25,13.96,4.12
2001,2,26,0.05,12.23,17.05,14.65,2.39
2001,2,27,0.01,10.37,14.87,12.44,4.5
2001,2,28,0.45,11.09,15.35,13.1,2.79
2001,3,1,0.28,10.74,15.94,12.97,3.72
2001,3,2,0.8,10.59,13.88,12.08,3.78
2001,3,3,0.02,10.54,15.79,13.08,4.39
2001,3,4,43.27,12.05,17.55,14.32,4.73
2001,3,5,0.0,12.44,19.44,15.47,4.41
2001,3,6,0.01,13.58,20.25,16.05,4.24
2001,3,7,0.36,11.86,17.79,14.21,2.21
2001,3,8,0.33,9.58,11.69,10.78,1.48
2001,3,9,0.0,10.15,15.15,12.35,3.68
2001,3,10,0.0,10.34,15.02,12.55,4.73
2001,3,11,0.1,11.72,15.74,13.51,3.9
2001,3,12,0.18,11.98,17.3,14.06,4.85
2001,3,13,0.0,11.19,18.35,14.4,5.34
2001,3,14,0.03,11.91,17.44,14.22,4.55
2001,3,15,0.0,10.9,18.12,14.19,5.61
2001,3,16,0.0,11.23,18.02,14.45,5.95
2001,3,17,0.01,11.44,16.58,13.68,5.43
2001,3,18,0.02,11.37,16.51,13.87,5.11
2001,3,19,0.67,12.66,17.18,14.69,3.89
2001,3,20,0.01,13.1,19.4,16.26,5.58
2001,3,21,0.0,12.89,20.16,16.07,5.91
2001,3,22,0.0,12.48,20.55,15.87,5.3
2001,3,23,0.0,13.65,20.58,16.55,6.13
2001,3,24,0.0,13.18,20.68,17.02,6.07
2001,3,25,0.0,14.8,21.65,17.62,6.19
2001,3,26,0.0,14.07,21.94,17.54,6.14
2001,3,27,0.0,14.33,22.04,17.67,6.13
2001,3,28,0.0,14.73,21.55,17.82,6.25
2001,3,29,0.0,14.05,19.62,16.9,5.75
2001,3,30,0.14,15.43,18.9,16.72,3.55
2001,3,31,1.24,12.8,18.8,16.01,1.82
2001,4,1,3.01,12.36,16.19,14.12,4.32
2001,4,2,10.72,11.75,16.66,14.09,1.93
2001,4,3,1.02,10.92,14.66,12.26,2.34
2001,4,4,0.0,9.99,14.28,12.08,3.67
2001,4,5,0.0,11.73,18.09,14.35,6.31
2001,4,6,16.61,12.33,15.62,13.83,1.96
2001,4,7,0.01,12.61,17.8,15.21,6.34
2001,4,8,0.0,13.33,17.15,15.06,6.49
2001,4,9,7.77,12.98,17.87,14.92,3.62
2001,4,10,6.8,12.42,16.16,13.98,5.68
2001,4,11,1.27,11.92,16.38,14.01,5.46
2001,4,12,0.02,13.4,18.48,15.55,6.7
2001,4,13,0.15,13.26,17.7,15.51,2.81
2001,4,14,0.05,12.85,18.48,15.32,6.22
2001,4,15,0.23,11.55,17.12,14.25,5.45
2001,4,16,0.0,9.64,18.55,14.3,6.65
2001,4,17,0.09,12.9,17.84,15.73,2.81
2001,4,18,0.0,13.06,20.54,16.98,6.76
2001,4,19,0.0,12.98,20.48,16.5,6.79
2001,4,20,0.0,13.33,19.61,16.51,5.75
2001,4,21,0.18,14.61,18.25,16.37,3.23
2001,4,22,0.33,13.15,20.96,17.01,6.93
2001,4,23,0.29,12.17,15.45,13.68,6.22
2001,4,24,0.0,12.53,18.65,15.62,6.29
2001,4,25,0.0,12.84,20.09,16.52,7.4
2001,4,26,0.0,14.08,20.34,17.33,7.54
2001,4,27,0.0,15.7,21.06,18.37,5.95
2001,4,28,0.0,15.24,24.04,19.82,7.39
2001,4,29,0.01,15.52,23.49,19.8,4.16
2001,4,30,0.44,16.83,21.95,18.79,4.74
2001,5,1,0.0,15.62,19.12,16.96,5.08
2001,5,2,0.0,14.34,20.64,17.17,7.55
2001,5,3,0.0,14.01,22.11,18.05,7.71
2001,5,4,0.0,13.8,22.92,18.61,7.6
2001,5,5,0.04,15.2,20.32,17.6,4.25
2001,5,6,0.0,14.58,19.66,17.04,6.46
2001,5,7,0.0,14.57,20.71,17.37,7.77
2001,5,8,0.0,13.79,19.86,16.76,6.1
2001,5,9,0.01,13.89,20.39,16.84,6.43
2001,5,10,0.04,14.82,21.76,18.13,7.22
2001,5,11,0.05,14.15,20.57,17.48,6.58
2001,5,12,8.05,15.39,20.35,17.44,2.1
2001,5,13,2.77,13.91,19.23,16.18,5.54
2001,5,14,0.13,13.83,19.19,15.98,6.75
2001,5,15,0.0,13.05,20.31,16.82,7.74
2001,5,16,0.0,14.49,22.67,18.54,7.67
2001,5,17,0.0,15.97,24.29,20.19,7.5
2001,5,18,0.0,16.36,27.17,22.06,7.61
2001,5,19,0.0,20.96,28.41,24.4,7.3
2001,5,20,0.0,18.86,31.34,24.67,5.98
2001,5,21,0.0,18.27,27.82,22.74,6.98
2001,5,22,0.0,18.72,30.06,24.47,7.11
2001,5,23,0.07,20.48,29.2,24.56,4.72
2001,5,24,0.2,18.45,23.8,20.82,5.8
2001,5,25,0.09,17.6,25.49,20.61,4.0
2001,5,26,0.09,18.35,27.35,22.22,7.34
2001,5,27,0.02,18.41,24.37,21.01,6.5
2001,5,28,0.0,16.96,24.15,20.58,7.96
2001,5,29,0.0,18.4,26.95,22.94,7.9
2001,5,30,0.0,20.51,28.39,24.4,7.76
2001,5,31,0.0,20.0,30.44,25.84,8.02
2001,6,1,0.0,22.63,27.81,25.36,7.6
2001,6,2,0.0,20.79,28.5,24.84,8.14
2001,6,3,0.0,20.06,28.51,24.65,8.03
2001,6,4,0.0,18.96,27.34,23.24,7.82
2001,6,5,0.0,18.08,24.1,21.05,8.12
2001,6,6,0.0,17.43,23.28,20.4,8.28
2001,6,7,0.0,17.14,26.21,21.98,8.27
2001,6,8,0.0,18.37,25.86,22.18,8.02
2001,6,9,0.0,18.38,26.22,22.25,8.16
2001,6,10,0.0,18.8,26.95,22.95,8.22
2001,6,11,0.0,18.66,30.64,25.05,8.52
2001,6,12,0.0,20.75,31.37,26.3,8.38
2001,6,13,0.0,21.9,31.57,26.37,7.93
2001,6,14,0.0,21.33,33.17,27.51,8.02
2001,6,15,0.0,21.62,30.03,25.51,8.05
2001,6,16,0.0,20.45,27.63,23.73,7.98
2001,6,17,0.0,19.89,27.13,23.15,8.15
2001,6,18,0.0,20.41,31.35,26.04,7.83
2001,6,19,0.0,20.23,28.73,24.73,6.84
2001,6,20,0.0,19.03,25.26,21.9,7.49
2001,6,21,0.0,18.11,25.05,21.6,7.41
2001,6,22,0.0,18.45,26.48,22.62,7.88
2001,6,23,0.0,18.92,28.08,23.87,7.99
2001,6,24,0.0,20.14,28.34,24.34,8.27
2001,6,25,0.0,20.53,28.49,24.34,7.95
2001,6,26,0.0,20.47,27.73,24.14,8.01
2001,6,27,0.0,20.27,27.4,23.75,7.99
2001,6,28,0.0,20.05,28.13,24.26,8.24
2001,6,29,0.0,20.99,29.27,25.19,8.09
2001,6,30,0.0,21.35,29.31,25.2,7.78
2001,7,1,0.0,21.75,29.19,25.35,7.56
2001,7,2,0.0,22.02,28.96,25.63,7.59
2001,7,3,0.0,21.59,27.96,24.6,7.42
2001,7,4,0.0,21.13,28.27,24.58,7.92
2001,7,5,0.0,21.8,29.0,25.33,8.0
2001,7,6,0.0,22.55,30.57,26.68,7.96
2001,7,7,0.0,22.93,29.23,25.74,7.65
2001,7,8,0.0,22.13,30.29,26.32,7.51
2001,7,9,0.0,24.95,36.42,30.31,7.67
2001,7,10,0.0,23.93,31.87,27.73,7.72
2001,7,11,0.0,23.84,31.37,27.67,7.28
2001,7,12,0.0,23.74,31.16,27.08,7.47
2001,7,13,0.0,23.29,29.17,25.9,7.74
2001,7,14,0.0,23.13,30.96,26.78,7.59
2001,7,15,0.0,23.41,31.39,27.26,7.82
2001,7,16,0.0,23.77,31.15,27.38,7.97
2001,7,17,0.0,24.44,33.4,29.12,7.31
2001,7,18,0.0,23.68,31.61,27.77,7.81
2001,7,19,0.0,24.48,31.17,27.59,7.73
2001,7,20,0.0,23.15,31.95,27.39,7.98
2001,7,21,0.0,23.19,35.73,28.83,7.6
2001,7,22,0.0,22.33,30.9,26.49,7.89
2001,7,23,0.0,22.33,29.37,26.23,7.78
2001,7,24,0.0,22.58,30.72,26.62,7.74
2001,7,25,0.0,22.75,31.34,27.26,7.7
2001,7,26,0.0,24.65,32.07,28.33,7.65
2001,7,27,0.0,25.12,33.01,28.88,7.42
2001,7,28,0.0,24.48,32.2,28.3,7.36
2001,7,29,0.0,24.86,31.94,28.17,7.27
2001,7,30,0.0,24.37,31.35,27.75,7.09
2001,7,31,0.0,24.48,30.26,27.08,7.16
2001,8,1,0.0,24.89,29.33,26.54,5.1
2001,8,2,0.0,24.73,29.3,26.68,6.45
2001,8,3,0.0,23.6,29.76,26.33,6.74
2001,8,4,0.0,23.67,31.0,26.96,6.66
2001,8,5,0.0,23.3,30.54,26.86,7.5
2001,8,6,0.0,22.41,31.65,27.01,7.75
2001,8,7,0.0,23.45,34.76,28.87,7.49
2001,8,8,0.0,24.23,32.81,28.33,7.22
2001,8,9,0.0,24.44,32.9,28.42,7.3
2001,8,10,0.0,25.22,34.18,29.08,7.0
2001,8,11,0.0,25.42,33.88,29.61,7.15
2001,8,12,0.0,24.67,33.99,29.59,7.06
2001,8,13,0.07,22.79,29.64,25.93,5.99
2001,8,14,0.0,22.58,29.2,25.56,6.53
2001,8,15,0.0,22.87,29.95,26.23,6.81
2001,8,16,0.0,23.25,30.46,26.44,6.86
2001,8,17,0.0,23.33,30.58,26.65,6.6
2001,8,18,0.0,23.89,28.56,25.98,6.72
2001,8,19,0.0,23.91,30.32,27.07,6.68
2001,8,20,0.01,23.97,30.44,27.29,6.38
2001,8,21,0.0,24.11,31.03,27.8,6.88
2001,8,22,0.0,25.44,31.47,28.45,6.83
2001,8,23,0.0,25.28,31.72,28.53,5.79
2001,8,24,0.0,23.94,31.75,27.73,6.14
2001,8,25,0.0,23.21,29.8,26.23,6.51
2001,8,26,0.0,24.07,29.27,26.21,6.44
2001,8,27,0.0,23.37,28.43,25.37,6.56
2001,8,28,0.0,22.99,30.28,26.28,6.53
2001,8,29,0.0,23.48,30.57,27.13,6.42
2001,8,30,0.0,23.73,31.87,27.65,6.29
2001,8,31,0.0,23.18,31.25,27.13,6.27
2001,9,1,0.0,24.16,31.48,27.69,6.44
2001,9,2,0.0,24.51,31.71,28.01,6.54
2001,9,3,0.0,24.51,32.86,28.71,6.42
2001,9,4,0.0,24.7,31.37,27.86,6.35
2001,9,5,0.0,24.3,30.51,27.02,6.58
2001,9,6,2.12,22.2,28.04,25.19,5.84
2001,9,7,0.0,21.6,27.85,24.29,6.43
2001,9,8,0.28,21.12,26.05,23.99,3.87
2001,9,9,0.0,21.34,27.76,24.3,6.41
2001,9,10,0.02,20.5,27.58,24.08,5.81
2001,9,11,0.02,21.96,28.12,24.7,6.07
2001,9,12,0.0,21.37,28.07,24.12,6.48
2001,9,13,0.0,20.09,26.23,22.93,6.32
2001,9,14,0.0,20.37,26.23,22.93,5.96
2001,9,15,0.0,20.51,27.65,23.89,6.17
2001,9,16,0.05,21.0,28.4,24.41,5.75
2001,9,17,0.7,21.56,26.62,23.87,5.95
2001,9,18,0.0,20.37,29.48,24.52,5.74
2001,9,19,0.0,22.87,31.08,26.69,5.2
2001,9,20,0.0,22.44,30.31,25.8,5.73
2001,9,21,0.0,22.5,30.38,25.82,5.59
2001,9,22,0.0,22.56,30.29,26.3,5.4
2001,9,23,0.06,23.27,31.05,26.9,5.4
2001,9,24,0.0,22.4,31.41,26.71,5.47
2001,9,25,0.0,23.44,35.1,28.73,5.16
2001,9,26,0.55,24.82,31.95,28.05,5.49
2001,9,27,0.0,21.47,27.89,24.4,5.75
2001,9,28,0.0,20.2,25.46,22.5,4.92
2001,9,29,0.0,19.51,25.36,21.79,5.09
2001,9,30,0.0,19.22,25.97,22.13,5.51
2001,10,1,0.0,19.48,27.3,23.22,5.13
2001,10,2,0.0,20.4,25.86,22.64,5.03
2001,10,3,0.0,19.17,26.96,22.95,5.12
2001,10,4,0.02,20.23,26.61,23.35,4.83
2001,10,5,0.02,20.08,27.14,23.38,5.04
2001,10,6,0.02,20.72,27.96,23.98,4.93
2001,10,7,0.11,21.24,27.99,24.19,4.58
2001,10,8,0.0,20.42,26.57,22.89,4.47
2001,10,9,0.0,19.54,25.16,21.91,4.42
2001,10,10,0.0,20.19,26.14,22.49,4.25
2001,10,11,0.0,19.57,26.28,22.54,4.13
2001,10,12,0.0,20.26,26.18,22.75,4.61
2001,10,13,0.0,20.21,23.85,21.6,3.73
2001,10,14,0.01,18.25,24.67,21.11,3.7
2001,10,15,0.01,18.51,23.33,20.4,3.92
2001,10,16,0.0,18.05,22.94,20.01,3.58
2001,10,17,0.0,18.71,23.12,20.3,3.7
2001,10,18,0.0,17.37,22.51,19.46,4.05
2001,10,19,0.0,16.41,22.62,18.98,4.13
2001,10,20,0.0,15.47,21.9,18.4,4.14
2001,10,21,0.0,16.45,24.4,19.85,4.38
2001,10,22,0.21,17.68,24.66,20.74,3.94
2001,10,23,0.02,18.72,25.32,21.55,4.37
2001,10,24,0.0,17.8,23.63,20.25,4.36
2001,10,25,0.0,16.62,21.57,18.74,3.82
2001,10,26,0.14,14.61,19.4,16.65,1.86
2001,10,27,3.4,14.75,18.34,16.22,1.73
2001,10,28,0.1,15.24,18.34,16.36,2.78
2001,10,29,0.0,13.88,18.6,15.9,3.28
2001,10,30,0.0,14.48,20.7,17.05,4.06
2001,10,31,0.0,16.12,22.48,18.76,3.87
2001,11,1,0.02,15.59,20.32,17.98,2.84
2001,11,2,0.83,16.32,19.86,18.08,2.4
2001,11,3,19.59,15.37,18.11,16.53,0.68
2001,11,4,30.25,14.45,16.88,15.72,1.96
2001,11,5,3.02,15.31,18.05,16.3,1.84
2001,11,6,1.1,14.76,18.46,16.26,2.32
2001,11,7,0.12,15.45,19.63,17.21,2.85
2001,11,8,2.25,16.89,19.5,17.88,1.7
2001,11,9,1.41,16.11,20.19,17.96,3.42
2001,11,10,0.09,17.05,22.16,19.5,3.25
2001,11,11,0.0,16.79,22.83,19.52,3.44
2001,11,12,0.01,16.43,22.9,18.88,2.21
2001,11,13,0.18,16.48,19.93,18.26,1.89
2001,11,14,0.11,16.45,20.94,18.74,2.44
2001,11,15,0.0,16.5,21.68,18.78,3.2
2001,11,16,0.05,14.7,19.18,16.87,2.43
2001,11,17,0.04,11.36,18.02,14.69,1.78
2001,11,18,0.0,9.98,13.77,11.51,3.21
2001,11,19,0.0,10.89,16.78,14.06,2.91
2001,11,20,0.3,15.85,20.61,17.96,2.51
2001,11,21,2.76,10.51,16.66,13.68,1.29
2001,11,22,0.0,9.82,14.4,11.95,2.92
2001,11,23,8.73,12.08,17.01,14.93,1.79
2001,11,24,5.02,11.49,18.84,16.16,1.95
2001,11,25,0.13,10.13,13.94,11.77,2.53
2001,11,26,0.28,10.93,16.24,13.39,3.16
2001,11,27,0.5,13.16,15.88,14.55,1.83
2001,11,28,0.07,15.59,18.83,17.12,2.14
2001,11,29,0.25,15.05,18.51,16.33,2.81
2001,11,30,24.68,12.87,15.2,14.05,1.27
2001,12,1,11.68,11.11,14.23,12.7,1.17
2001,12,2,29.28,9.59,11.94,10.93,0.63
2001,12,3,15.43,10.5,11.33,10.94,0.86
2001,12,4,4.9,11.03,12.06,11.44,0.87
2001,12,5,4.11,11.01,12.24,11.51,1.02
2001,12,6,3.86,9.38,11.61,10.8,1.47
2001,12,7,8.28,9.08,11.67,10.6,1.53
2001,12,8,4.62,8.65,12.16,11.0,1.0
2001,12,9,6.81,7.53,10.89,9.23,1.77
2001,12,10,48.79,8.7,10.07,9.52,0.66
2001,12,11,18.44,8.68,13.79,10.3,0.69
2001,12,12,23.65,9.07,13.99,11.15,1.0
2001,12,13,5.67,9.43,13.73,11.71,1.43
2001,12,14,1.63,10.36,15.4,12.48,2.87
2001,12,15,0.02,9.56,12.35,11.12,1.63
2001,12,16,0.04,12.53,16.12,14.45,2.28
2001,12,17,4.88,10.98,16.15,14.58,1.46
2001,12,18,7.89,7.19,10.49,8.78,1.92
